"id","code","identifier","userAgent","deviceLanguage","city","region","country","latitude","longitude","tagId","createdAt","updatedAt"
23266,"3666057202476","110308439279538495","Mozilla/5.0 (Linux; Android 11; PCAM00 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/6998 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",zh,"","",CN,34.773200,113.722000,,2024-12-12 05:51:40.383 +0100,2024-12-12 05:51:40.383 +0100
23267,"3666057202506","110308745605646896","Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN",zh,Ürümqi,XJ,CN,43.800600,87.601200,,2024-12-12 05:52:38.828 +0100,2024-12-12 05:52:38.828 +0100
23268,"3666057202520","110308985648687450","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN",zh,Wenzhou,ZJ,CN,28.000200,120.654700,,2024-12-12 05:56:15.374 +0100,2024-12-12 05:56:15.374 +0100
23269,"3666057202476","110308439279538495","Mozilla/5.0 (Linux; Android 11; PCAM00 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/6998 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",zh,"","",CN,34.773200,113.722000,,2024-12-12 06:06:25.673 +0100,2024-12-12 06:06:25.673 +0100
23270,"3666057269158","110977781937370317","Mozilla/5.0 (Linux; Android 12; PLA-AL10 Build/HUAWEIPLA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241101 MMWEBID/9437 MicroMessenger/8.0.54.2760(0x280036E6) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",zh,"","",CN,34.773200,113.722000,,2024-12-12 06:12:33.571 +0100,2024-12-12 06:12:33.571 +0100
23271,"3666057202506","110308745606134705","Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN",zh,Shenzhen,GD,CN,22.555900,114.057700,,2024-12-12 06:16:06.068 +0100,2024-12-12 06:16:06.068 +0100
23272,"3666057269158","110977781935622869","Mozilla/5.0 (Linux; Android 12; RKY-AN00 Build/HONORRKY-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/4496 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",zh,"","",CN,34.773200,113.722000,,2024-12-12 06:20:24.124 +0100,2024-12-12 06:20:24.124 +0100
23273,"3666057202506","110308745607261370","Mozilla/5.0 (Linux; Android 14; PGFM10 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/9228 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",zh,Zibo,SD,CN,36.799800,117.969700,,2024-12-12 06:21:40.505 +0100,2024-12-12 06:21:40.505 +0100
23274,"3666057202520","110308985651496575","Mozilla/5.0 (Linux; Android 12; ANA-AN00 Build/HUAWEIANA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/5416 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",zh,Guangzhou,GD,CN,23.118100,113.253900,,2024-12-12 06:23:31.227 +0100,2024-12-12 06:23:31.227 +0100
23275,"3666057202476","110308439285986396","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0x18003426) NetType/WIFI Language/zh_CN",zh,Foshan,GD,CN,23.026100,113.137100,,2024-12-12 06:27:38.364 +0100,2024-12-12 06:27:38.364 +0100
23276,"3666057202476","110308439285986396","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 SP-engine/2.98.0 main/1.0 baiduboxapp/13.59.5.10 (Baidu; P2 16.3.1) NABar/1.0 themeUA=Theme/default",zh,Foshan,GD,CN,23.026100,113.137100,,2024-12-12 06:27:51.603 +0100,2024-12-12 06:27:51.603 +0100
23277,"3666057202476","110308439282489937","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN",zh,Dalian,LN,CN,38.938400,121.622400,,2024-12-12 06:32:19.893 +0100,2024-12-12 06:32:19.893 +0100
23278,"3666057202476","110308439285986396","Mozilla/5.0 (Linux; Android 6.0.1; SOV33 Build/35.0.D.0.326) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.91 Mobile Safari/537.36",en,"","",CN,34.773200,113.722000,,2024-12-12 06:34:35.949 +0100,2024-12-12 06:34:35.949 +0100
23279,"3666057202506","110308748085792107","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN",zh,Shanghai,SH,CN,31.222200,121.458100,,2024-12-12 06:38:52.222 +0100,2024-12-12 06:38:52.222 +0100
23280,"3666057202476","110308439287334379","Mozilla/5.0 (Linux; Android 12; ALN-AL00 Build/HUAWEIALN-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/5774 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",zh,Nanjing,JS,CN,32.058900,118.773800,,2024-12-12 06:40:32.995 +0100,2024-12-12 06:40:32.995 +0100
23282,"3666057202476","110308439287334379","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN",zh,"","",CN,34.773200,113.722000,,2024-12-12 06:51:49.944 +0100,2024-12-12 06:51:49.944 +0100
23283,"3666057202520","110308985648693031","Mozilla/5.0 (Linux; Android 12; BRA-AL00 Build/HUAWEIBRA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20240802 MMWEBID/4015 MicroMessenger/8.0.53.2740(0x2800353F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",zh,"","",CN,34.773200,113.722000,,2024-12-12 06:59:02.650 +0100,2024-12-12 06:59:02.650 +0100
23284,"3666057202506","110308748064031821","Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.47(0x18002f2c) NetType/WIFI Language/zh_CN",zh,Beijing,BJ,CN,39.911000,116.395000,,2024-12-12 07:07:19.085 +0100,2024-12-12 07:07:19.085 +0100
23285,"3666057269158","110977781937410471","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/4G Language/zh_CN",zh,Hangzhou,ZJ,CN,30.299400,120.161200,,2024-12-12 07:07:35.029 +0100,2024-12-12 07:07:35.029 +0100
23286,"3666057202520","110308985647708583","Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN",zh,Shenzhen,GD,CN,22.555900,114.057700,,2024-12-12 07:10:49.725 +0100,2024-12-12 07:10:49.725 +0100
23287,"3666057202476","110308439283081123","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.47(0x18002f2c) NetType/WIFI Language/zh_CN",zh,"","",CN,34.773200,113.722000,,2024-12-12 07:11:05.239 +0100,2024-12-12 07:11:05.239 +0100
23288,"3666057202506","110308748062625985","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 Ariver/1.1.0 AliApp(AP/10.6.70.6000) Nebula WK RVKType(1) AlipayDefined(nt:WIFI,ws:393|788|3.0) AlipayClient/10.6.70.6000 Alipay Language/zh-Hans Region/CN NebulaX/1.0.0",zh,"","",CN,34.773200,113.722000,,2024-12-12 07:12:44.897 +0100,2024-12-12 07:12:44.897 +0100
